**TRADACOMS CODE LISTS Issue 8 - File edited 03-04-2018 - Data from Dec 2017 - includes Version Number see code list 207**
**Field Names: Format|Codelist Number|Codelist Name|Blank|Blank|Code Number|Code Name|Blank|Codelist Issue Number|**
Tradacoms|55|DNAC|||93|order line held: note price change Report on outstanding order line||8|
Tradacoms|55|DNAC|||99|temporary hold: order action not yet determined Response to new order||8|
Tradacoms|201||||8|highest priority under standard service||8|
Tradacoms|201||||3|normal priority||8|
Tradacoms|201||||5|lowest priority under standard service||8|
Tradacoms|201||||H|hotline order (use for Christmas or academic hotlines)||8|
Tradacoms|201||||S|special service||8|
Tradacoms|202||||BD|board book||8|
Tradacoms|202||||BH|bath book||8|
Tradacoms|202||||BK|book (irrespective of binding: use only when no binding detail is available)||8|
Tradacoms|202||||BX|boxed (including slip-cases): use in combination with HB, PB etc||8|
Tradacoms|202||||CL|carousel book||8|
Tradacoms|202||||CO|concertina book||8|
Tradacoms|202||||HB|hardback||8|
Tradacoms|202||||JN|no dust jacket: use in combination with HB||8|
Tradacoms|202||||JY|with dust jacket: use in combination with HB||8|
Tradacoms|202||||LA|laminated (plastic-reinforced paper)||8|
Tradacoms|202||||LB|leather binding||8|
Tradacoms|202||||LG|large print||8|
Tradacoms|202||||LI|limp cloth||8|
Tradacoms|202||||LR|loose-leaf release (set of update pages)||8|
Tradacoms|202||||LS|loose-leaf volume(s) (complete publication in binder)||8|
Tradacoms|202||||MB|moving picture book||8|
Tradacoms|202||||NB|novelty book (not classifiable under any more specific code)||8|
Tradacoms|202||||PB|paperback||8|
Tradacoms|202||||PC|postcard book or pack||8|
Tradacoms|202||||PU|pop-up book||8|
Tradacoms|202||||RG|rag book, cloth book||8|
Tradacoms|202||||SD|stitched: use in combination with PB etc||8|
Tradacoms|202||||SK|sticker book||8|
Tradacoms|202||||SP|spiral binding||8|
Tradacoms|202||||SS|sound story book||8|
Tradacoms|202||||UB|unusual size book||8|
Tradacoms|202||||UG|giant book||8|
Tradacoms|202||||UM|miniature book||8|
Tradacoms|202||||LE|library suppliers special bound edition: use where the supplier offers libraries a complete alternative to a publishers binding||8|
Tradacoms|202||||AC|audio cassette||8|
Tradacoms|202||||AD|address book||8|
Tradacoms|202||||CA|calendar||8|
Tradacoms|202||||CD|CD audio||8|
Tradacoms|202||||CI|CD-I||8|
Tradacoms|202||||CM|CD-ROM||8|
Tradacoms|202||||CP|copymasters, photocopiable sheets||8|
Tradacoms|202||||CR|computer-readable data or software (tape, diskette etc; for CD-ROM use CM)||8|
Tradacoms|202||||CS|cards, flash cards (eg for teaching reading)||8|
Tradacoms|202||||DA|diary||8|
Tradacoms|202||||DD|DVD||8|
Tradacoms|202||||DG|ebook||8|
Tradacoms|202||||FI|film (including filmstrip)||8|
Tradacoms|202||||FO|folded: use in combination with MP for a folded map||8|
Tradacoms|202||||FS|flat sheet: use in combination with MP for a flat sheet map||8|
Tradacoms|202||||FR|frieze||8|
Tradacoms|202||||GA|game||8|
Tradacoms|202||||KT|kit||8|
Tradacoms|202||||LP|sound disc (excluding CD)||8|
Tradacoms|202||||MI|mixed media (eg book and cassette)||8|
Tradacoms|202||||ME|microfiche||8|
Tradacoms|202||||MM|microfilm (ie roll film)||8|
Tradacoms|202||||MP|map||8|
Tradacoms|202||||MU|printed music (sheet or bound)||8|
Tradacoms|202||||OH|OHP transparencies||8|
Tradacoms|202||||PI|picture(s) or photograph(s)||8|
Tradacoms|202||||PK|pack (containing multiple copies of the same product, eg dumpbin or shrink-wrapped pack, for supply wholesale to a bookseller)||8|
Tradacoms|202||||PO|poster||8|
Tradacoms|202||||PT|pamphlet or brochure||8|
Tradacoms|202||||SL|slides (ie photographic transparencies)||8|
Tradacoms|202||||ST|stationery, miscellaneous||8|
Tradacoms|202||||TD|merchandise related to books or other publications, not specifically defined elsewhere||8|
Tradacoms|202||||VC|video cassette||8|
Tradacoms|202||||WT|wallet (containing loose sheets etc, eg a teaching resource pack)||8|
Tradacoms|202||||XA|promotional or point-of sale material||8|
Tradacoms|202||||OT|other||8|
Tradacoms|202||||Z01|sleeving (jackets, sleeves, wallets)||8|
Tradacoms|202||||Z02|binding (binding, reinforcing, laminating)||8|
Tradacoms|202||||Z03|barcode labelling||8|
Tradacoms|202||||Z04|general servicing (cards, pockets, stamps)||8|
Tradacoms|202||||Z05|security fitting (triggers, Knogo labels etc)||8|
Tradacoms|202||||Z06|handling (small order surcharge)||8|
Tradacoms|202||||Z07|bibliographic record supply (MARC, bespoke)||8|
Tradacoms|202||||Z08|classification||8|
Tradacoms|202||||Z09|data communications media (tapes, disks, email)||8|
Tradacoms|202||||Z10|audio/CD-ROM packaging (special pouches)||8|
Tradacoms|202||||Z11|provision of approvals/book collections||8|
Tradacoms|202||||Z12|small/minimum order adjustment||8|
Tradacoms|202||||Z13|postage & packing: use for a single inclusive p&p charge||8|
Tradacoms|202||||Z14|packaging: use for a charge which covers packaging costs only. If necessary, give detail as standard text (supplier-defined) in TDES||8|
Tradacoms|202||||Z15|postage/carriage/freight: use for a charge which covers carriage-related costs only, including items such as insurance in transit. If necessary, give detail as standard text (supplier-defined) in TDES||8|
Tradacoms|202||||Z98|miscellaneous credit adjustment||8|
Tradacoms|202||||Z99|miscellaneous charge: use for any sundry or ancillary charge not covered by a more specific code. If necessary, give detail as standard text (supplier-defined) in TDES||8|
Tradacoms|203||||CRR|customer or reader request (library supply only)||8|
Tradacoms|203||||PRE|advance (pre-publication) order (library supply only)||8|
Tradacoms|203||||STK|stock order (library supply only)||8|
Tradacoms|203||||PTN|part order not acceptable||8|
Tradacoms|203||||PTY|part order acceptable||8|
Tradacoms|203||||RPN|Do not round to pack quantity (Codes RPN and RPY must be used with extreme caution. They should never be used unless trading partners have a clear agreement on rounding to packs. Given such an agreement, they may be used to flag an exception to the agreed practice.)||8|
Tradacoms|203||||RPY|Round to pack quantity (Codes RPN and RPY must be used with extreme caution. They should never be used unless trading partners have a clear agreement on rounding to packs. Given such an agreement, they may be used to flag an exception to the agreed practice.)||8|
Tradacoms|203||||BIC|supplied under BIC standard returns conditions||8|
Tradacoms|203||||FMS|supplied on firm sale||8|
Tradacoms|203||||SHC|ship combined (this order may be combined with others in a single shipment)||9|
Tradacoms|203||||SHS|ship separately||9|
Tradacoms|203||||SLR|supplied on sale or return (subject only to return in saleable condition)  may require a sale or return number to be quoted||8|
Tradacoms|203||||SSF|see safe (publishers normal returns conditions apply)  to be used only by suppliers who have NOT adopted BIC standard returns conditions||8|
Tradacoms|203||||SOR|value withdrawn: do not use||8|
Tradacoms|204||||NS|no servicing||8|
Tradacoms|204||||PF|binding as supplied by the publisher (cancels all normal servicing which affects binding, lamination, sleeving, wallets, reinforcement etc).||8|
Tradacoms|204||||JK|plastic wallet on a paperback.||8|
Tradacoms|204||||LA|thin laminate film on a paperback.||8|
Tradacoms|204||||SF|sewn flexi: sewn single-section paperbacks with laminate film.||8|
Tradacoms|204||||KA|kapco: proprietary thick laminate film on a paperback.||8|
Tradacoms|204||||TR|traditional case binding of a paperback.||8|
Tradacoms|204||||SL|plastic sleeve on a hardback.||8|
Tradacoms|204||||RE|reinforcement of hardback (eg a child's picture book).||8|
Tradacoms|204||||RP|reinforcement of paperback.||8|
Tradacoms|204||||JKN|do not supply wallet.||8|
Tradacoms|204||||LAN|do not laminate.||8|
Tradacoms|204||||SFN|do not sew.||8|
Tradacoms|204||||KAN|do not apply Kapco (additional codes to be assigned to other proprietary laminating methods).||8|
Tradacoms|204||||TRN|do not case bind.||8|
Tradacoms|204||||SLN|do not sleeve.||8|
Tradacoms|204||||REN|do not reinforce hardback.||8|
Tradacoms|204||||RPN|do not reinforce paperback.||8|
Tradacoms|205||||Z01|sleeving (jackets, sleeves, wallets).||8|
Tradacoms|205||||Z02|binding (binding, reinforcing, laminating).||8|
Tradacoms|205||||Z03|barcode labelling.||8|
Tradacoms|205||||Z04|general servicing (cards, pockets, stamps).||8|
Tradacoms|205||||Z05|security fitting (triggers, Knogo labels etc).||8|
Tradacoms|205||||Z06|handling (small order surcharge).||8|
Tradacoms|205||||Z07|bibliographic record supply (MARC, bespoke).||8|
Tradacoms|205||||Z08|classification.||8|
Tradacoms|205||||Z09|data communications media (tapes, disks, email).||8|
Tradacoms|205||||Z10|audio/CD-ROM packaging (special pouches).||8|
Tradacoms|205||||Z11|provision of approvals/book collections.||8|
Tradacoms|205||||Z12|small/minimum order adjustment.||8|
Tradacoms|205||||Z13|postage & packing: use for a single inclusive p&p charge.||8|
Tradacoms|205||||Z14|packaging: use for a charge which covers packaging costs only. If necessary, give detail as standard text (supplier-defined) in TDES.||8|
Tradacoms|205||||Z15|postage/carriage/freight: use for a charge which covers carriage-related costs only, including items such as insurance in transit. If necessary, give detail as standard text (supplier-defined) in TDES.||8|
Tradacoms|205||||Z98|miscellaneous credit adjustment.||8|
Tradacoms|205||||Z99|miscellaneous charge: use for any sundry or ancillary charge not covered by a more specific code. If necessary, give detail as standard text (supplierdefined) in TDES.||8|
Tradacoms|207||||10|version number of BIC Codelists published on BIC website Dec 2017||10|
Tradacoms|208||||D|dewey, edition unspecified||10|
Tradacoms|208||||D19|dewey 19th edition (1979)||10|
Tradacoms|208||||D20|dewey 20th edition (1989)||10|
Tradacoms|208||||D21|dewey 21st edition (1996)||10|
Tradacoms|208||||D22|dewey 22nd edition (2003)||10|
Tradacoms|208||||D23|dewey 23rd edition (2011)||10|
Tradacoms|208||||BM|BIC main subject category||10|
Tradacoms|208||||BS|BIC subsidiary subject category||10|
Tradacoms|208||||BG|BIC geographical qualifier||10|
Tradacoms|208||||BL|BIC languages qualifier||10|
Tradacoms|208||||BT|BIC time periods qualifier||10|
Tradacoms|208||||BE|BIC educational purpose qualifier||10|
Tradacoms|208||||BV|BIC subject categories version number||10|
Tradacoms|208||||LC|library of congress classification||10|
Tradacoms|208||||LIB|librarys own classification||10|
Tradacoms|208||||PC|publishers own internal classification||10|
#
